문장,유형,극성,시제,확실성,label
공짜 돈을 받는 것에 반대하는 도민 수 없다!,대화형,미정,현재,불확실,대화형-미정-현재-불확실
인천청과 성동경찰서를 비롯해 왕십리 광장이나 왕십리역에 상권을 조성한 영화들. ＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
아내로서 해야 할 일을 하지 않은 것을 어떻게 감당할 수 있겠어요?,대화형,부정,과거,불확실,대화형-부정-과거-불확실
신종 코로나바이러스 말기 때 ( 우한 폐렴 ) 사태 수습하는 내수 정상화하는데 힘써야 할 중국이 미국과 약속하는 2000억 기부'약 (억 ) 추가 기부를 제대로 하는긴 어려울 것이다.,예측형,부정,미래,불확실,예측형-부정-미래-불확실
"결국 국내 은행들은 상대적으로 한국한 장사에만 다시 몰두할 것이고, 외국인 사업가들은 외국인 금융사를 더 이상 쳐다보지 않을 것이다.",예측형,부정,미래,불확실,예측형-부정-미래-불확실
도대체 유통공룡들은 어떤 생존 전략을 실행하고 있나?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
이 큐레이터가 지인들과 작품상 발언권을 정리하지 못했나요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
""" 이번에 개발한 코로나19의 끝은 무엇인가요? ＂",대화형,미정,현재,불확실,대화형-미정-현재-불확실
＂확진된 산모와 신생아가 같은 방에서 지내도 되나?＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
길쭉한 쌀과 튀겨놓은 조가 비슷하니 나이차 없지 않겠나.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
"로봇이 기계와 기계가 돼 사람들을 사지에 내몰고 있는 지금, 인도주의는 어디 있는가?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
단기 활동이 있을 수 있지만 지난해 2개월 때와 다른 하락이 나올 가능성도 없지 않나?,대화형,부정,현재,불확실,대화형-부정-현재-불확실
＂ 유투브에 설치한 버닝썬의 동영상은?!,대화형,미정,현재,불확실,대화형-미정-현재-불확실
안돼! 내 마음의 필치까지 소홀히 다뤄져서야 되겠습니까.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
오! 어떻게 아내의 필적 이렇게 무시당하지?,대화형,부정,현재,불확실,대화형-부정-현재-불확실
국가의 일을 결정할 정도로 중요한 자리에서 일을 하기 위해 나선 사람들은 누구인가?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
근데? 조선 군대는 끔찍한 겁쟁이 집단 아닌가?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
대배우 작전이었다지만 저정도 불사 할 정도로 그렇게 긴박한 시간이었나?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
그럼 그 단종의 유복한 사람들은 날라아치들의 삶을 살았을까?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
"하지만, 이 신경 가소동적인가?",대화형,미정,미래,불확실,대화형-미정-미래-불확실
"이튿날인 18일 아침최저기온 날이 19 ~ 23일, 낮뜨기억은 26 ~ 32도를 기록할 전망이다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
볼일을 보고 꼭지만 누르면 그걸로 끝이라고 믿었는가.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
제월호 태풍 마이삭 ( MAMASAK ) 이 오는 2 ~ 3일 전국에 화산 바람과 함께 일부 폭발의 400㎜ 이상의 물벼락이 시작된다!,예측형,미정,미래,불확실,예측형-미정-미래-불확실
그러면 왜 정통 의학의 레이어트릴은 항암제로 인정하지 않앗것일까,대화형,부정,현재,불확실,대화형-부정-현재-불확실
국보 1호 숭례문 현판은 과연 얼마나이었을까?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
"한국의 비즈니스, 사회, 종교 중 어느 쪽이 더 나은가?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
한일 관광산업이 직면한 저출산 국민성을 한일방송국에서 찾아보는 것은 어떨까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
신종 코로나바이러스 말기증 ( 우한 폐렴 ) 사태 수습하는 내수 정상화에 힘써해야 할 중국이 미국과 약속하는 2000억달러 ( 약 2조원 ) 추가 기부를 제대로 기부하기는 어려울 것이다.,예측형,부정,미래,불확실,예측형-부정-미래-불확실
""" 5G와 AI "" 의 만남의 미래는 어떻게 될까요?",대화형,미정,미래,불확실,대화형-미정-미래-불확실
＂ 확진이 영아 옷이랑 침구류는 재네들이 그런건가? ＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
하지만 그들이 그곳이라고 생각한다면 부끄럽지 않을까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
예상 강수량은 5 ~ 40cm로 충남 서해안과 전라도 바닷가에 30mm 안팎의 서리를 내리겠습니다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
긴 밥 먹고 튀긴 그룹과 비슷할 수도 없다.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
"AI가 지구한 흑기사가 되어 곳곳에서 사람을 밀어내는 지금, 인간다움이는 어디에도?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
자녀 1명에 1명씩 나눠서 소비의 효과가 있다.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
""" 앞으로 마약 유통 계획이 어떻게 되나요 "" ＂",대화형,미정,현재,불확실,대화형-미정-현재-불확실
"금요일 밤 30일은 밤부터 태풍가 많다 시기가 흐려져 낮에 그 사이 진주의 진주 진주, 강원 중남의 내륙, 전남과 전북 진주, 전남 진주, 등 지방에 태풍이 오는 이유가 있다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
또 어찌 부인이 감당 할 일이 없다고 하여서 이혼할 것인가.,대화형,부정,과거,불확실,대화형-부정-과거-불확실
국가의 미래가 결정될 가장 중요한 자리에서 나라를 위해하고 나선 사람들은 어디인가?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
요즘 이런 영화가 흥행하는 이유는 무엇일까요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
토론토 블루제이스의 첫 선발투수로 2020년 메이저리그에 선발 등판하는 류현진(33)의 올해 성적표는 어떨까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
""" 임신 확진자가 미성년자나 신생아에게 코로나19를 전염시킬수 있을까요? ＂",대화형,미정,미래,불확실,대화형-미정-미래-불확실
공짜로 돈을 빌려주겠다는 데 완벽한 도민이 과연 있을까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
또 어찌보면 마땅히 옳은 일이 없도록 하여 책망할 것인가?,대화형,부정,과거,불확실,대화형-부정-과거-불확실
"눈이 터져서 잠이 들 때까지 스크린을 켜며 뇌에 입력 읽으며 무한들의 홍수 속에 살아가는 성문화 시대. 과연 하루 동안 내리는 다양한 의사결정에 주체는 과연 누구 일까, 아니면 나의 뇌 속에 들어와 있는 일까일까.",대화형,미정,현재,불확실,대화형-미정-현재-불확실
혹시 그것에 대해 오래 전에 까발렸나요?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
까마득 잊고 있는 걸까.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
세종시로 들썩거리는 이유는 무엇일까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
저 1호의 현판는 과연 어디다 뒀을까?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
"숙박 O2O ( Online touay, 온라인 기반 오프라인 ) 플랫폼 업계 1 · 2위를 차지하고 있는 야놀라가 여기어때가 아니라 한 해 나란히 인수 · 합병 ( M & A ) 을 통해 몸집을 키우거나 중심을 잡아 나감에 따라 향후 이들 간에 경쟁이 더욱 치열해질 전망이다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
＂ 한 임신부가 임신된 신생아에게 코로나를 전염시킬 수 있나? ＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
백 교수는'아티스트가 전무하다시피 세계지분 세컨더리 시장이 더 활성화되고 중소형 M & I가 활발해질 수 있게 세제 혜택이 뒷받침된다면 제2벤처붐이 지속 될 수도 있을 것 ” 이라고 내다봤다.,예측형,미정,현재,불확실,예측형-미정-현재-불확실
"토론토 블루맨스의 첫 목표로 2020년 메이저리그에 선발 합격하는 류현진, 33 % 의 그 성적표는 어떨까.",대화형,미정,미래,불확실,대화형-미정-미래-불확실
""" 임신한 태아나 아이에게 코로나19로 전염시킬 수 있을까요? ＂",대화형,미정,미래,불확실,대화형-미정-미래-불확실
강원 내륙은 안개가 짙게 끼은 곳이 있겠습니다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
"＂ 네트워크를 업그레이드할 때마다, 새 시즌이 될 때 고객에게도 신선한 서비스를 받아야 하지 않을까요. ＂",대화형,미정,미래,불확실,대화형-미정-미래-불확실
"하지만, 뇌가소성 ( neuro - plasticity ) 의 효과다.",대화형,미정,미래,불확실,대화형-미정-미래-불확실
사업가와 여자는 친구가 될 수 있을까?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
""" 임신한 임신한 신생아에게 코로나19를 통과시킬수 있을까요 "" ＂",대화형,미정,미래,불확실,대화형-미정-미래-불확실
이달 24 ~ 27일 ( 현지시간 ) 이라는 바르셀로나에서 열리는 세계최대 모바일 전시회와 셀 브이그레스 ( 스트리밍 ) 에 참가하는 한국 아이돌도 많은이 있다.,예측형,부정,현재,불확실,예측형-부정-현재-불확실
송 큐레이터가 지인들과 작품의 소유권을 정리하지 못했나요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
톱스타들 1인당 1억씩을 쓴다고 과연 얼마나 소비 진작 효과가 클까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
"그렇다면, 그 중에서 어떤 온천이 가장 효과적이었을까요?",대화형,미정,과거,불확실,대화형-미정-과거-불확실
과연 공주와 왕자한 유복자는 관노의 삶을 살아왔을까.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
예상 강수량은 5 ~ 40cm로 충남 서해안과 전라도 서부에 5mm 안팎의 비가 내리겠습니다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
근래 들어 동물학대 영화가 범람하는 이유는 무엇일까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
단기알바가 있을 수 있지만 지난해 2개일 때와 같은 개막장이 나올 수는 없지 않습니다.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
성동구청은 성동경찰서를 이전해 왕십리 광장과 왕십리역에 상권을 조성할 계획이다! ＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
과연 한명만 큰일이 일어날까요.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
17일 뒤면 경기 남부와 서울 근처에 소나기가 오는 곳이 있겠다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
"특히, 소나기가 내리는 지역에선 돌풍과 함께 화산 · 번개밭 같은 중부내륙 지역을 중심으로 우박이 되는 곳이 있겠다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
성동구청과 성동용서를 이전해 왕십리 광장과 고위층에 상권을 확장할 계획인가. ＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
공주시절 시절의 유복한 사람들은 어찌아치 행복한 삶을 살았는가.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
남자와 여자가 친구가 될 수 있을까?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
코로나19 확진 진단을 받은 일반인도 마스크를 구매해야 할까? ＂,대화형,미정,현재,불확실,대화형-미정-현재-불확실
예상 강수량은 5 ~ 40cm로 충남 서해안과 전라도 바닷가에 30mm 안팎의 서리가 내리겠습니다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
